,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageCars,GarageArea,Y
1345,8,2006,2007,2,0,1732.0,1776,1776,2,2,7,3.0,712.0,283463
1346,7,1998,1998,2,2,1482.0,1494,1494,2,2,5,2.0,514.0,215000
1347,8,1872,1987,3,4,684.0,938,2358,2,3,8,0.0,0.0,122000
1348,5,1969,1969,3,4,1248.0,1338,2634,2,3,12,4.0,968.0,200000
1349,6,1962,1962,3,4,858.0,858,1716,1,3,8,2.0,490.0,171000
1350,6,1937,2000,2,4,698.0,786,1176,1,3,4,2.0,624.0,134900
1351,8,1995,1996,2,2,2033.0,2053,3238,2,2,9,3.0,666.0,410000
1352,7,2000,2000,2,2,992.0,992,1865,2,2,7,3.0,839.0,235000
1353,7,1968,1992,3,4,570.0,1222,1920,3,2,8,2.0,487.0,170000
1354,5,1966,1966,3,4,864.0,892,892,1,3,5,1.0,264.0,110000
1355,5,1971,2008,3,4,1078.0,1078,1078,1,3,6,2.0,500.0,149900
1356,6,2000,2000,2,2,756.0,769,1573,2,2,5,2.0,440.0,177500
1357,9,2004,2005,2,0,1980.0,1980,1980,2,0,8,3.0,770.0,315000
1358,5,1921,1998,3,4,612.0,990,2601,3,3,8,2.0,621.0,189000
1359,7,2005,2005,2,0,1530.0,1530,1530,2,2,7,2.0,430.0,260000
1360,4,1920,2007,3,4,715.0,1281,1738,2,3,7,1.0,368.0,104900
1361,6,2006,2007,3,2,616.0,616,1412,2,2,6,2.0,432.0,156932
1362,7,2005,2005,2,2,600.0,520,1200,2,2,4,2.0,480.0,144152
1363,7,2000,2000,2,2,814.0,814,1674,2,2,7,2.0,663.0,216000
1364,7,1999,1999,2,2,873.0,882,1790,2,2,7,2.0,588.0,193000
1365,5,1977,1977,3,4,757.0,925,1475,2,3,6,1.0,336.0,127000
1366,6,2003,2004,2,2,848.0,848,848,1,2,4,2.0,420.0,144000
1367,8,2003,2003,2,2,1657.0,1668,1668,2,2,8,2.0,502.0,232000
1368,4,1920,1950,1,4,840.0,840,1374,1,3,6,1.0,338.0,105000
1369,6,1955,1996,3,4,992.0,1661,1661,1,2,8,1.0,377.0,165500
1370,7,1998,1998,3,2,1108.0,1108,2097,2,2,8,2.0,583.0,274300
1371,10,2001,2002,0,0,2633.0,2633,2633,2,0,8,3.0,804.0,466500
1372,7,2005,2005,2,2,1026.0,1026,1958,2,2,9,3.0,936.0,250000
1373,8,2007,2007,2,2,1571.0,1571,1571,2,2,7,3.0,722.0,239000
1374,6,1930,1950,3,2,768.0,790,790,1,3,4,1.0,160.0,91000
1375,5,1941,1960,3,4,984.0,984,1604,2,3,6,2.0,660.0,117000
1376,6,1973,1973,3,4,483.0,483,987,1,3,5,1.0,264.0,83000
1377,5,2006,2007,3,2,384.0,754,1394,2,2,7,2.0,400.0,167500
1378,3,1914,1950,3,4,864.0,864,864,1,3,5,1.0,200.0,58500
1379,6,1970,1970,3,4,1205.0,2117,2117,2,3,7,2.0,550.0,237500
1380,7,1920,1950,3,1,596.0,998,1762,1,2,8,2.0,576.0,157000
1381,5,1918,2007,3,4,816.0,1416,1416,2,2,7,2.0,576.0,112000
1382,6,1939,1950,3,4,560.0,698,1258,1,3,6,1.0,280.0,105000
1383,4,1922,2007,3,4,796.0,796,1154,1,2,7,1.0,240.0,125500
1384,7,1978,1978,3,2,1392.0,1392,2784,3,2,12,2.0,564.0,250000
1385,6,1916,1950,3,4,714.0,1664,2526,2,2,10,1.0,216.0,136000
1386,9,2006,2007,0,0,1746.0,1746,1746,2,0,7,3.0,758.0,377500
1387,6,1941,1950,3,4,735.0,869,1218,1,3,6,2.0,440.0,131000
1388,7,2000,2000,2,2,1525.0,1525,1525,2,2,6,2.0,541.0,235000
1389,5,1967,1967,3,4,1584.0,1584,1584,2,3,8,3.0,792.0,124000
1390,5,1967,1967,3,4,864.0,900,900,1,3,6,1.0,288.0,123000
1391,6,1905,2000,3,1,482.0,1221,1912,2,3,7,2.0,672.0,163000
1392,7,2006,2006,2,2,1356.0,1500,1500,2,2,6,3.0,648.0,246578
1393,8,2005,2006,2,2,1094.0,1133,2482,2,2,9,3.0,642.0,281213
1394,5,1948,1950,3,4,747.0,1687,1687,1,3,7,2.0,572.0,160000
1395,5,1920,2004,3,4,939.0,939,1513,1,3,8,1.0,180.0,137500
1396,5,1950,1982,3,4,1208.0,1136,1904,1,3,7,1.0,240.0,138000
1397,6,1925,1990,3,4,976.0,1160,1608,2,2,7,1.0,216.0,137450
1398,6,1929,1950,3,4,862.0,950,1158,1,3,5,1.0,208.0,120000
1399,6,2004,2004,3,4,839.0,864,1593,2,3,8,2.0,398.0,193000
1400,7,2006,2006,2,2,1286.0,1294,1294,2,2,6,2.0,662.0,193879
1401,8,2007,2007,2,2,1485.0,1464,1464,2,2,6,3.0,754.0,282922
1402,3,1915,1950,3,4,672.0,694,1214,1,3,6,3.0,936.0,105000
1403,8,2004,2005,2,0,1594.0,1646,1646,2,2,5,2.0,482.0,275000
1404,5,1972,2007,3,2,768.0,768,768,1,3,5,2.0,396.0,133000
1405,5,1985,1985,3,4,833.0,833,833,1,3,5,0.0,0.0,112000
1406,4,1910,1950,3,1,622.0,741,1363,1,3,6,2.0,528.0,125500
1407,7,1986,1991,3,2,791.0,1236,2093,2,3,7,2.0,542.0,215000
1408,7,2001,2001,2,2,944.0,944,1840,2,2,6,2.0,622.0,230000
1409,6,1950,2005,3,4,856.0,1112,1668,1,3,6,1.0,271.0,140000
1410,4,1949,1950,3,3,0.0,1040,1040,2,3,6,2.0,420.0,90000
1411,8,2005,2006,2,2,1844.0,1844,1844,2,2,7,2.0,620.0,257000
1412,6,1923,2000,3,4,833.0,1053,1848,1,2,8,2.0,370.0,207000
1413,7,2007,2007,2,2,1386.0,1569,1569,2,2,7,3.0,660.0,175900
1414,4,1885,1950,3,4,777.0,1246,2290,2,3,11,2.0,560.0,122500
1415,8,1998,1998,2,2,1284.0,1310,2450,2,2,7,3.0,1069.0,340000
1416,5,1963,1963,3,4,1144.0,1144,1144,1,3,6,1.0,336.0,124000
1417,6,1969,1969,2,4,1844.0,1844,1844,2,2,7,2.0,540.0,223000
1418,6,1968,1968,3,4,708.0,708,1416,2,3,7,2.0,776.0,179900
1419,6,1977,1977,3,2,1069.0,1069,1069,2,3,4,2.0,440.0,127500
1420,6,2003,2003,2,2,848.0,848,848,1,2,3,2.0,420.0,136500
1421,6,1966,1966,2,2,697.0,1575,2201,2,2,8,2.0,432.0,274970
1422,5,1958,1983,3,4,1024.0,1344,1344,1,3,6,1.0,484.0,144000
1423,6,1959,1959,2,4,1252.0,1252,1252,1,2,7,2.0,528.0,142000
1424,7,1994,1994,2,2,1223.0,1223,2127,2,2,5,2.0,525.0,271000
1425,5,1945,1950,3,4,913.0,1048,1558,1,3,6,1.0,288.0,140000
1426,5,1940,1992,3,4,788.0,804,804,1,2,4,1.0,240.0,119000
1427,6,1981,1981,2,2,1440.0,1440,1440,2,2,7,2.0,467.0,182900
1428,5,2005,2005,2,2,732.0,734,1838,2,3,7,2.0,372.0,192140
1429,6,1976,1976,3,2,958.0,958,958,2,3,5,2.0,440.0,143750
1430,4,1927,2007,3,4,656.0,968,968,2,3,5,1.0,216.0,64500
1431,6,2000,2000,3,2,936.0,962,1792,2,3,8,2.0,451.0,186500
1432,5,1977,1977,3,4,1126.0,1126,1126,2,3,5,2.0,484.0,160000
1433,6,1962,2005,2,4,1319.0,1537,1537,1,2,7,2.0,462.0,174000
1434,4,1971,1971,3,4,864.0,864,864,1,3,5,2.0,528.0,120500
1435,8,2008,2008,0,0,1932.0,1932,1932,2,0,7,3.0,774.0,394617
1436,6,1957,1996,3,4,912.0,1236,1236,1,3,6,2.0,923.0,149700
1437,7,1979,1979,3,4,539.0,1040,1725,2,3,6,2.0,550.0,197000
1438,6,1922,1994,3,0,588.0,1423,2555,2,3,11,2.0,672.0,191000
1439,6,2004,2004,2,2,848.0,848,848,1,2,3,2.0,420.0,149300
1440,10,2008,2008,0,0,1017.0,1026,2007,2,0,10,3.0,812.0,310000
1441,6,1916,1950,3,4,952.0,952,952,1,1,4,1.0,192.0,121000
1442,7,2004,2004,2,2,1422.0,1422,1422,2,2,7,2.0,626.0,179600
1443,6,1966,1966,3,4,814.0,913,913,1,3,6,1.0,240.0,129000
1444,5,1962,1962,3,4,1188.0,1188,1188,1,3,6,1.0,312.0,157900
1445,8,1995,1996,2,2,1220.0,1220,2090,2,2,8,2.0,556.0,240000
1446,4,1910,2000,3,1,560.0,796,1346,1,3,6,1.0,384.0,112000
1447,5,1970,1970,3,2,630.0,630,630,1,0,3,0.0,0.0,92000
1448,5,1974,1974,3,2,896.0,896,1792,2,3,8,0.0,0.0,136000
1449,8,2008,2009,2,2,1573.0,1578,1578,2,0,7,3.0,840.0,287090
1450,5,2005,2005,3,2,547.0,1072,1072,1,3,5,2.0,525.0,145000
1451,5,2006,2006,3,2,1140.0,1140,1140,1,3,6,0.0,0.0,84500
1452,7,2004,2005,2,2,1221.0,1221,1221,2,2,6,2.0,400.0,185000
1453,6,1999,2000,3,2,953.0,953,1647,2,3,7,2.0,460.0,175000
1454,6,1978,1988,3,2,1542.0,2073,2073,2,3,7,2.0,500.0,210000
1455,7,1941,2006,0,4,1152.0,1188,2340,2,2,9,1.0,252.0,266500
1456,5,1950,1996,3,4,1078.0,1078,1078,1,2,5,1.0,240.0,142125
1457,5,1965,1965,2,4,1256.0,1256,1256,1,3,6,1.0,276.0,147500
